8044,1,7,249,252,254
8094,0,6,49,69,14
8135,0,6,255,139,88
8155,1,7,61,63,253
8178,0,6,22,83,96
8198,1,7,91,53,71
8248,0,6,24,85,85
8309,1,7,255,176,41
8350,0,6,255,85,144
8391,0,6,255,70,131
8411,1,7,229,10,255
8434,0,6,255,53,47
8474,1,7,254,158,255
8494,0,6,15,72,13
8515,1,7,14,81,79
8556,0,6,140,58,72
8588,0,6,123,25,99
8608,1,7,255,62,32
8658,0,6,81,67,111
8701,0,6,255,73,92
8722,1,7,147,146,225
8742,0,6,255,2,3
8762,1,7,109,255,249
8812,0,6,20,135,115
8852,0,6,255,63,55
8872,1,7,85,82,29
8913,0,6,34,80,45
8954,0,6,36,43,36
8974,1,7,70,69,14
8997,0,6,54,15,32
9017,1,7,92,96,1
9067,0,6,52,160,56
9108,0,6,255,189,25
9128,1,7,21,93,255
9169,0,6,111,138,21
9209,0,6,254,171,73
9230,1,7,21,72,173
9272,0,6,30,101,46
9304,0,6,14,89,255
9325,1,7,254,152,196
9374,0,6,59,20,255
9416,0,6,119,255,101
9436,1,7,92,115,78
9476,0,6,255,93,158
9517,0,6,4,82,89
9537,1,7,61,25,10
9560,0,6,27,138,66
9580,1,7,49,0,255
9682,0,6,63,102,39
9722,0,6,66,57,41
9743,1,7,105,118,255
9784,0,6,249,116,2
9824,0,6,21,116,83
9845,1,7,82,176,255
9885,0,6,39,130,57
9926,0,6,76,119,255
9946,1,7,76,255,255
9989,0,6,55,114,106
10030,0,6,255,68,146
10050,1,7,54,7,41
10091,0,6,48,198,93
10132,0,6,255,104,55
10152,1,7,80,89,255
10193,0,6,15,119,53
10234,0,6,2,113,76
10254,1,7,161,9,255
10295,0,6,14,135,123
10336,0,6,12,75,89
10356,1,7,187,128,255
10399,0,6,69,89,95
10449,0,6,57,99,55
10489,0,6,38,69,96
10510,1,7,173,138,254
10533,0,6,42,78,87
10553,1,7,22,255,255
10603,0,6,255,119,160
10643,0,6,59,87,21
10664,1,7,135,159,44
10705,0,6,255,112,63
10746,0,6,51,84,253
10766,1,7,64,86,253
10789,0,6,51,61,64
10809,1,7,51,54,255
10859,0,6,255,23,112
10900,0,6,0,26,87
10920,1,7,139,52,255
10943,0,6,84,11,119
10966,1,7,102,124,12
11013,0,6,76,93,147
11053,0,6,45,136,112
11074,1,7,254,88,53
11114,0,6,255,255,251
11175,1,7,98,77,18
11198,0,6,255,102,114
11219,1,7,100,85,0
11270,1,7,43,117,46
11361,0,6,255,78,114
11381,1,7,61,85,255
11422,0,6,23,191,30
11463,0,6,74,141,68
11483,1,7,57,45,4
11524,0,6,115,255,116
11585,1,7,255,0,74
11608,0,6,57,103,135
11628,1,7,129,3,75
11678,0,6,254,197,3
11718,0,6,73,127,171
11762,0,6,254,41,100
11782,1,7,81,128,255
11832,0,6,63,86,50
11872,0,6,255,139,65
11934,0,6,36,90,64
11974,0,6,35,98,38
11995,1,7,112,211,157
12036,0,6,20,72,51
12097,1,7,241,253,255
12119,0,6,255,130,103
12160,1,7,80,43,41
12200,1,7,109,38,255
12241,0,6,79,159,141
12282,0,6,85,28,152
12302,1,7,73,45,22
12343,0,6,97,8,113
12384,0,6,16,68,13
12404,1,7,58,94,16
12445,0,6,254,86,89
12486,0,6,255,80,64
12506,1,7,87,96,12
12529,0,6,3,137,67
12549,1,7,74,82,22
12651,0,6,66,127,105
12712,1,7,45,60,7
12753,0,6,254,143,50
12793,0,6,255,147,133
12814,1,7,10,110,2
12855,0,6,255,91,149
12896,0,6,75,84,7
12916,1,7,166,163,112
12939,0,6,58,92,94
12979,1,7,97,12,20
12999,0,6,15,123,12
13020,1,7,114,89,39
13061,0,6,40,86,90
13101,0,6,255,87,73
13122,1,7,107,99,255
13163,0,6,21,81,28
13203,0,6,38,106,65
13223,1,7,35,150,64
13264,0,6,35,139,49
13285,1,7,255,80,38
13305,0,6,255,119,34
13325,1,7,115,45,255
13387,1,7,141,33,255
13407,0,6,61,54,148
13427,1,7,48,123,42
13450,0,6,59,104,119
13491,1,7,51,254,26
13511,0,6,255,152,144
13531,1,7,5,246,61
13572,0,6,255,34,27
13613,0,6,255,129,141
13633,1,7,112,101,22
13726,0,6,25,91,136
13787,1,7,58,105,23
13828,0,6,13,36,65
13869,0,6,0,59,27
13930,0,6,13,90,41
13971,0,6,255,95,78
13991,1,7,165,46,31
14014,0,6,25,77,81
14054,1,7,106,99,77
14074,0,6,41,113,37
14095,1,7,79,130,108
14136,0,6,81,149,57
14176,0,6,31,105,73
14197,1,7,32,98,32
14238,0,6,255,90,119
14278,0,6,255,109,102
14299,1,7,84,75,24
14340,0,6,255,45,47
14380,0,6,255,22,66
14401,1,7,107,47,11
14442,0,6,255,52,67
14462,1,7,62,71,10
14482,0,6,60,111,81
14502,1,7,45,73,25
14545,0,6,65,120,111
14586,0,6,39,111,123
14606,1,7,11,79,46
14648,0,6,255,168,71
14688,0,6,255,184,254
14708,1,7,255,83,44
14749,0,6,27,240,48
14790,0,6,52,122,130
14810,1,7,212,100,48
14851,0,6,255,48,108
14871,1,7,189,71,254
14892,0,6,255,76,96
14912,1,7,45,41,38
14935,0,6,10,50,83
14996,0,6,52,113,54
15016,1,7,34,31,42
15059,0,6,43,113,15
15107,0,6,27,116,41
15127,1,7,254,255,36
15148,0,6,21,104,43
15168,1,7,255,255,254
15191,0,6,27,132,94
15231,1,7,20,80,9
15252,0,6,7,109,119
15272,1,7,92,210,47
15313,0,6,24,88,101
15353,0,6,38,94,130
15374,1,7,254,255,255
15415,0,6,34,58,49
15455,0,6,34,53,40
15476,1,7,24,94,255
15517,0,6,255,88,70
15537,1,7,119,51,47
15557,0,6,255,64,78
15600,0,6,255,65,84
15641,1,7,87,59,16
15661,0,6,62,52,89
15682,1,7,124,62,43
15723,0,6,67,69,79
15783,1,7,25,95,33
15824,0,6,103,142,33
15865,0,6,25,145,35
15885,1,7,89,22,255
15926,0,6,82,165,99
15967,0,6,23,102,110
15987,1,7,41,114,20
16010,0,6,42,104,68
16051,1,7,72,107,27
16071,0,6,4,173,86
16091,1,7,58,87,255
16132,0,6,255,65,26
16193,1,7,42,82,69
16234,0,6,255,243,179
16275,0,6,42,153,171
16336,0,6,255,128,146
16376,0,6,62,192,71
16397,1,7,255,115,55
16438,0,6,38,227,88
16458,1,7,57,107,50
16479,0,6,37,86,18
16499,1,7,34,244,246
16522,0,6,15,65,255
16562,1,7,71,140,128
16582,0,6,255,164,16
16603,1,7,72,87,255
16644,0,6,18,78,131
16684,0,6,5,255,112
16704,1,7,74,115,42
16746,0,6,255,255,16
16786,0,6,54,40,53
16807,1,7,83,35,4
16848,0,6,255,137,73
16868,1,7,97,9,255
16888,0,6,16,118,86
16908,1,7,48,38,12
16952,0,6,29,67,73
16992,0,6,35,31,112
17012,1,7,56,76,39
17053,0,6,20,83,78
17094,0,6,22,56,68
17114,1,7,45,65,27
17155,0,6,28,70,54
17216,1,7,35,94,50
17257,0,6,13,105,90
17277,1,7,20,245,255
17298,0,6,29,55,55
17318,1,7,82,177,255
17341,0,6,25,82,47
17381,1,7,94,255,255
17402,0,6,18,85,83
17422,1,7,95,79,87
17463,0,6,29,93,83
17504,0,6,18,101,85
17524,1,7,111,112,102
17719,0,6,73,115,41
17759,0,6,254,123,37
17780,1,7,25,8,4
17821,0,6,51,96,102
17861,0,6,35,43,102
17882,1,7,120,116,47
17923,0,6,255,68,147
17943,1,7,107,85,255
17963,0,6,255,67,50
17984,1,7,51,39,255
18006,0,6,20,61,255
18047,1,7,93,85,29
18067,0,6,78,167,105
18087,1,7,48,74,255
18129,0,6,67,110,46
18169,0,6,88,123,48
18189,1,7,255,131,70
18230,0,6,24,165,78
18271,0,6,49,149,54
18291,1,7,127,123,11
18332,0,6,35,103,53
18353,1,7,28,108,255
18373,0,6,255,95,31
18393,1,7,254,144,255
18434,0,6,255,107,6
18455,1,7,53,194,73
18475,0,6,105,103,28
18495,1,7,117,48,93
18538,0,6,30,226,164
18599,1,7,88,95,255
18622,0,6,255,6,79
18642,1,7,123,108,255
18672,0,6,8,180,41
18712,1,7,128,68,10
18733,0,6,11,95,16
18753,1,7,152,120,22
18794,0,6,6,254,38
18835,0,6,47,28,156
18855,1,7,255,95,255
18896,0,6,255,186,217
18937,0,6,29,120,149
18957,1,7,255,255,77
18998,0,6,55,74,84
19018,1,7,255,92,65
19059,1,7,80,67,80
19082,0,6,64,18,255
19122,1,7,138,100,255
19142,0,6,8,161,146
19163,1,7,94,105,60
19204,0,6,255,45,104
19244,0,6,10,112,60
19265,1,7,152,55,255
19306,0,6,38,100,39
19346,0,6,29,78,53
19367,1,7,64,77,24
19408,0,6,15,114,68
19448,0,6,74,155,96
19469,1,7,95,61,1
19509,0,6,255,137,143
19530,1,7,86,71,10
19550,0,6,255,101,127
19571,1,7,60,66,35
19654,0,6,21,31,68
19715,0,6,58,42,42
19756,0,6,55,203,84
19776,1,7,211,202,40
19869,0,6,255,60,80
19930,1,7,80,67,31
19971,0,6,32,107,123
20012,0,6,25,116,105
20032,1,7,78,76,1
20073,0,6,14,114,30
20113,0,6,255,117,58
20134,1,7,94,71,255
20157,0,6,7,84,52
20197,1,7,93,77,36
20218,0,6,70,96,69
20238,1,7,86,36,48
20279,0,6,55,49,73
20299,1,7,81,68,58
20319,0,6,44,166,127
20340,1,7,45,35,59
20381,0,6,255,124,156
20421,0,6,255,77,79
20483,0,6,14,93,36
20503,1,7,93,54,255
20523,0,6,43,92,22
20544,1,7,102,86,4
20585,0,6,63,74,28
20605,1,7,97,86,255
20625,0,6,21,75,117
20646,1,7,85,83,255
20668,0,6,5,87,99
20709,1,7,65,80,43
20729,0,6,255,94,47
20749,1,7,81,94,11
20790,0,6,14,69,31
20831,0,6,25,61,65
20851,1,7,26,131,9
20892,0,6,57,57,67
20913,1,7,255,252,255
20933,0,6,41,58,78
20953,1,7,5,119,62
21046,0,6,28,77,105
21087,0,6,2,115,128
21107,1,7,56,83,2
21200,0,6,25,89,106
21241,0,6,255,59,79
21261,1,7,34,92,4
21302,0,6,30,70,67
21342,0,6,26,90,40
21363,1,7,89,115,255
21404,0,6,27,114,16
21425,1,7,72,10,64
21445,0,6,255,155,97
21465,1,7,66,255,71
21506,0,6,29,119,72
21526,1,7,137,32,75
21546,0,6,60,169,45
21567,1,7,138,146,73
21590,0,6,255,57,81
21611,1,7,96,60,255
21660,0,6,59,13,62
21680,1,7,67,40,20
21700,0,6,255,145,115
21743,0,6,255,92,86
21784,1,7,72,76,32
21804,0,6,55,92,69
21824,1,7,86,77,23
21866,0,6,87,74,40
21906,0,6,254,97,75
21926,1,7,76,70,21
21967,0,6,255,64,149
21988,1,7,58,78,16
22008,0,6,9,161,90
22028,1,7,78,76,255
22069,0,6,62,36,148
22090,1,7,44,95,255
22110,0,6,147,71,53
22130,1,7,255,143,33
22214,0,6,253,198,248
22234,1,7,185,75,251
22275,0,6,255,52,133
22316,0,6,255,54,166
22336,1,7,75,113,6
22377,0,6,24,91,111
22398,1,7,86,67,52
22418,0,6,40,70,118
22438,1,7,51,57,46
22479,0,6,37,136,91
22499,1,7,35,60,42
22520,0,6,8,155,148
22540,1,7,102,50,29
22563,0,6,11,61,129
22603,1,7,57,43,255
22623,0,6,27,118,105
22644,1,7,70,53,255
22685,0,6,33,94,82
22725,0,6,38,98,69
22746,1,7,61,54,77
22787,0,6,57,106,90
22827,0,6,41,167,34
22848,1,7,171,136,24
22889,0,6,255,45,141
22909,1,7,95,129,255
22929,0,6,255,102,67
22991,0,6,40,168,89
23011,1,7,255,72,255
23031,0,6,9,119,76
23052,1,7,68,33,7
23074,0,6,16,92,27
23115,1,7,127,84,71
23135,0,6,38,61,12
23156,1,7,101,255,154
23197,0,6,33,27,77
23237,0,6,15,63,114
23257,1,7,52,58,79
23298,0,6,255,52,73
23319,1,7,26,107,135
23339,0,6,24,31,100
23359,1,7,108,105,141
23400,0,6,157,14,129
23421,1,7,108,133,110
23461,1,7,124,132,77
23484,0,6,82,173,154
23524,1,7,63,70,255
23545,0,6,255,72,71
23565,1,7,255,253,255
23606,0,6,250,84,171
23667,1,7,57,14,255
23710,1,7,74,33,255
23760,0,6,30,96,47
23800,0,6,31,75,58
23821,1,7,152,61,4
23864,0,6,62,11,103
23894,0,6,2,88,81
23934,1,7,190,45,150
23954,0,6,15,104,79
23975,1,7,72,147,39
23996,0,6,37,73,106
24036,1,7,253,13,255
24056,0,6,6,67,110
24077,1,7,231,253,255
24118,0,6,14,88,70
24138,1,7,254,255,75
24179,1,7,7,110,255
24220,0,6,7,92,112
24240,1,7,183,161,61
24260,0,6,255,62,120
24280,1,7,57,153,254
24321,0,6,255,44,93
24342,1,7,48,88,65
24362,0,6,255,20,75
24382,1,7,75,73,25
24405,0,6,40,55,48
24446,1,7,71,67,15
24466,0,6,22,94,55
24486,1,7,1,91,20
24527,0,6,20,60,57
24568,0,6,13,71,51
24588,1,7,118,144,54
24629,0,6,15,84,45
24649,1,7,135,56,42
24670,0,6,38,102,58
24690,1,7,118,20,254
24731,0,6,255,104,24
24752,1,7,40,38,254
24792,1,7,62,60,26
24815,0,6,91,207,11
24855,1,7,65,54,28
24876,0,6,253,142,183
24897,1,7,86,57,18
24937,0,6,114,81,47
24978,0,6,255,111,98
24998,1,7,101,255,15
25041,1,7,174,255,255
25091,0,6,25,90,84
25132,0,6,22,121,93
25152,1,7,45,255,255
25225,0,6,21,111,53
25265,1,7,63,30,255
25306,1,7,37,41,255
25347,0,6,16,103,73
25387,0,6,255,87,84
25408,1,7,89,87,44
25448,0,6,40,101,81
25469,1,7,116,113,29
25489,0,6,4,120,87
25509,1,7,105,128,89
25551,0,6,255,129,31
25571,1,7,116,146,54
25591,0,6,12,205,255
25612,1,7,51,181,255
25634,0,6,32,61,50
25675,1,7,255,88,255
25695,0,6,84,255,84
25715,1,7,10,254,255
25757,0,6,7,255,169
25797,0,6,255,189,237
25817,1,7,170,8,255
25858,0,6,53,114,202
25879,1,7,169,255,255
25899,0,6,254,128,131
25919,1,7,27,255,255
25960,0,6,15,100,98
25980,1,7,31,255,255
26001,0,6,25,148,70
26021,1,7,71,10,47
26062,0,6,23,134,70
26082,1,7,83,25,96
26103,0,6,18,104,71
26123,1,7,242,57,78
26146,0,6,11,127,37
26186,1,7,254,34,255
26207,0,6,72,247,255
26227,1,7,71,98,90
26268,0,6,2,86,29
26288,1,7,65,103,40
26309,0,6,13,5,0
26329,1,7,57,47,12
26370,0,6,11,64,109
26390,1,7,111,68,24
26410,0,6,255,85,111
26431,1,7,66,80,29
26472,0,6,255,32,113
26492,1,7,117,76,255
26513,0,6,35,50,36
26533,1,7,144,124,255
26574,0,6,50,69,38
26594,1,7,110,232,37
26614,0,6,36,105,83
26635,1,7,27,189,254
26678,0,6,26,121,113
26698,1,7,255,100,112
26718,0,6,255,115,89
26739,1,7,16,73,52
26780,0,6,255,59,56
26800,1,7,104,55,22
26820,0,6,255,42,35
26840,1,7,109,48,255
26881,0,6,1,64,74
26902,1,7,94,135,255
26922,0,6,80,55,88
26942,1,7,254,255,138
26985,0,6,113,70,87
27046,1,7,39,95,85
27087,0,6,255,155,111
27128,0,6,255,106,255
27148,1,7,254,112,4
27189,0,6,255,253,9
27210,1,7,78,122,151
27230,0,6,23,253,114
27291,0,6,23,28,162
27311,1,7,85,88,38
27332,0,6,26,115,113
27395,0,6,37,86,131
27436,0,6,70,104,64
27456,1,7,81,95,20
27477,0,6,20,117,56
27517,1,7,91,89,21
27537,0,6,56,90,45
27558,1,7,93,86,18
27599,0,6,33,70,79
27639,0,6,255,128,114
27660,1,7,68,105,255
27701,0,6,5,72,143
27721,1,7,32,133,255
27741,0,6,255,87,40
27762,1,7,64,154,51
27803,0,6,35,69,56
27823,1,7,60,117,255
27843,0,6,15,92,79
27864,1,7,46,82,255
27886,0,6,11,93,119
27927,1,7,23,11,255
27947,0,6,32,93,117
27967,1,7,0,255,255
28009,0,6,52,108,32
28049,0,6,12,121,39
28069,1,7,152,196,4
28110,0,6,32,85,41
28131,1,7,144,119,69
28151,0,6,39,65,42
28171,1,7,150,119,73
28212,0,6,64,25,50
28233,1,7,142,107,91
28253,0,6,59,69,205
28273,1,7,86,94,45
28296,0,6,74,87,28
28337,1,7,252,29,254
28357,0,6,255,140,42
28377,1,7,255,237,253
28418,0,6,27,103,67
28459,0,6,20,121,68
28479,1,7,54,73,255
28520,0,6,15,113,71
28540,1,7,138,103,255
28561,0,6,18,89,73
28581,1,7,158,77,58
28622,0,6,46,156,255
28642,1,7,124,90,36
28663,0,6,15,253,12
28683,1,7,101,37,255
28724,0,6,8,73,85
28744,1,7,58,181,255
28765,0,6,255,114,62
28785,1,7,255,36,255
28828,0,6,255,75,71
28889,1,7,9,131,68
28912,0,6,104,15,76
28932,1,7,57,201,186
28962,0,6,161,192,255
29003,1,7,28,141,85
29023,0,6,37,160,211
29043,1,7,158,252,255
29084,0,6,255,85,47
29105,1,7,142,253,57
29125,0,6,255,80,82
29146,1,7,90,96,255
29186,0,6,255,54,109
29207,1,7,109,143,10
29227,0,6,52,55,45
29247,1,7,154,176,57
29288,0,6,70,89,11
29308,1,7,135,142,255
29329,0,6,26,138,67
29349,1,7,67,92,255
29390,0,6,6,124,90
29410,1,7,38,39,255
29430,0,6,255,90,77
29451,1,7,46,37,255
29493,0,6,28,106,57
29514,1,7,72,72,26
29534,0,6,41,101,48
29554,1,7,118,113,63
29595,0,6,52,84,68
29615,1,7,138,123,75
29636,0,6,29,80,90
29656,1,7,79,115,254
29698,0,6,255,179,132
29718,1,7,44,129,36
29759,1,7,82,74,255
29799,0,6,255,77,106
29820,1,7,60,49,255
29840,0,6,255,35,73
29860,1,7,22,81,58
29883,0,6,255,255,35
29923,1,7,40,82,13
29944,0,6,255,255,255
29964,1,7,47,76,33
30025,1,7,48,71,60
30046,0,6,255,96,33
30066,1,7,49,92,43
30107,0,6,255,151,79
30127,1,7,93,24,253
30148,0,6,255,207,81
30168,1,7,64,40,5
30209,0,6,255,187,138
30249,0,6,56,208,103
30270,1,7,57,82,255
30311,0,6,52,131,16
30332,1,7,108,9,66
30352,0,6,21,129,255
30373,1,7,118,60,16
30395,0,6,29,96,55
30416,1,7,84,69,128
30464,0,6,52,63,116
30485,1,7,14,70,81
30505,0,6,33,98,122
30525,1,7,92,145,255
30569,0,6,18,108,139
30609,0,6,111,113,178
30630,1,7,48,75,120
30670,0,6,96,168,163
30691,1,7,76,59,255
30731,1,7,128,87,255
30815,0,6,100,164,84
30835,1,7,105,41,85
30858,0,6,75,105,131
30878,1,7,62,89,40
30926,0,6,37,93,146
30946,1,7,36,60,59
30967,0,6,255,175,150
30987,1,7,89,69,254
31028,0,6,255,248,104
31048,1,7,40,43,3
31068,0,6,255,4,55
31089,1,7,30,53,255
31112,0,6,255,146,15
31152,1,7,9,118,255
31172,0,6,255,150,255
31193,1,7,43,233,107
31234,0,6,255,167,108
31275,0,6,255,169,88
31336,0,6,78,61,103
31357,1,7,23,255,69
31377,0,6,81,94,82
31398,1,7,168,15,252
31438,0,6,255,95,99
31458,1,7,55,22,16
31479,0,6,255,44,68
31499,1,7,49,76,49
31540,0,6,255,65,51
31560,1,7,70,53,26
31580,0,6,255,114,50
31600,1,7,66,57,255
31623,0,6,255,87,55
31664,1,7,118,96,255
31684,0,6,30,79,65
31704,1,7,249,255,50
31745,0,6,78,29,72
31766,1,7,85,57,254
31786,0,6,77,24,76
31806,1,7,119,55,26
31848,0,6,82,100,53
31868,1,7,103,95,42
31888,0,6,38,255,39
31908,1,7,113,23,255
31949,0,6,255,60,70
31969,1,7,65,51,255
31990,0,6,255,120,254
32010,1,7,35,27,255
32033,0,6,95,86,49
32073,1,7,25,31,20
32094,0,6,15,123,54
32114,1,7,46,51,111
32155,0,6,12,124,57
32175,1,7,71,84,186
32196,0,6,0,118,7
32216,1,7,76,174,85
32257,0,6,43,229,255
32277,1,7,90,130,67
32298,0,6,41,254,68
32318,1,7,81,120,50
32359,0,6,151,26,156
32379,1,7,58,106,3
32399,0,6,251,16,219
32420,1,7,22,157,255
32443,0,6,255,95,29
32483,1,7,5,254,255
32503,0,6,89,142,60
32524,1,7,28,255,255
32565,0,6,252,75,105
32585,1,7,13,255,11
32605,0,6,105,88,56
32626,1,7,55,255,13
32667,0,6,254,124,72
32687,1,7,94,91,255
32707,0,6,29,109,64
32728,1,7,68,177,26
32809,0,6,85,5,3
32913,0,6,1,156,79
32933,1,7,116,74,255
32954,0,6,255,72,61
32976,1,7,117,81,255
33024,0,6,4,72,59
33045,1,7,118,50,31
33065,0,6,39,89,76
33085,1,7,131,30,50
33108,0,6,37,98,90
33148,1,7,111,18,31
33189,1,7,25,252,255
33230,0,6,255,72,128
33250,1,7,252,92,11
33271,0,6,255,3,119
33291,1,7,60,84,82
33332,0,6,8,69,58
33352,1,7,69,53,255
33373,0,6,90,106,63
33393,1,7,37,97,27
33434,0,6,45,96,64
33454,1,7,52,136,10
33475,0,6,63,140,51
33495,1,7,145,38,114
33518,0,6,254,189,63
33558,1,7,91,43,92
33579,0,6,255,205,96
33599,1,7,136,33,98
33620,0,6,42,144,94
33642,1,7,8,68,255
33690,0,6,69,70,89
33710,1,7,255,117,255
33730,0,6,72,67,71
33751,1,7,52,52,66
33792,0,6,75,87,101
33812,1,7,112,128,68
33832,0,6,45,93,102
33853,1,7,246,107,223
33876,0,6,255,83,67
33918,1,7,208,22,255
33958,1,7,49,76,254
33999,0,6,255,69,55
34019,1,7,55,72,255
34039,0,6,255,8,96
34100,0,6,35,52,69
34120,1,7,46,50,37
34202,0,6,18,80,102
34222,1,7,112,87,255
34243,0,6,26,97,114
34263,1,7,96,88,12
34285,0,6,36,114,97
34307,1,7,106,74,21
34355,0,6,5,253,132
34376,1,7,62,89,255
34396,0,6,255,89,76
34416,1,7,28,87,255
34439,0,6,23,80,93
34479,1,7,29,51,255
34500,0,6,29,80,80
34520,1,7,35,82,18
